REGISTRO_ANIMAL rgd_pai rgd_mae idade18 GC18 p550_aj GP345_aj conformacao_sob precocidade_sob musculosidade_sob umbigo_sob aol egs egp acab altura_sob pe_sob sexo safra GM_SOB
KAPL7713 QUIL7308 BM070851 535 M2015R16 354,67 148,70 3,00 2,00 2,00 3,00 54,45 1,78 1,27 1,45 140,00 32,00 M 2015 R16
KAPL7714A LBMNC8288 BR071411 533 M2015R15 357,04 129,38 3,00 3,00 2,00 3,00 56,26 1,27 1,78 1,60 143,00 28,00 M 2015 R15
KAPL7715 KAPM3049 BR070876 519 F2015S30 320,04 117,65 3,00 2,00 2,00 3,00 53,55 3,56 4,57 4,22 138,00 0,00 F 2015 S30
KAPL7717 KAPM3180 B5666 533 M2015R16 428,24 173,05 4,00 4,00 3,00 3,00 54,45 1,78 2,54 2,27 142,00 32,00 M 2015 R16
KAPL7718 AAAP1653 BM070691 517 F2015S30 327,66 123,03 3,00 3,00 3,00 2,00 63,35 4,06 7,11 6,04 141,00 0,00 F 2015 S30
KAPL7719 REMC5326 4158 517 F2015S30 337,23 117,42 4,00 4,00 3,00 2,00 52,32 8,89 12,19 11,04 143,00 0,00 F 2015 S30
KAPL7720 KAPM1683 326 517 F2015S30 350,00 149,17 2,00 1,00 1,00 2,00 51,68 4,32 5,33 4,98 141,00 0,00 F 2015 S30
KAPL7721 RDM5049 CL3265 517 F2015S30 357,45 153,67 3,00 4,00 3,00 2,00 53,23 5,08 6,86 6,24 139,00 0,00 F 2015 S30
KAPL7722 AAAP1653 B8452 517 F2015S30 341,49 156,79 3,00 3,00 3,00 2,00 53,48 2,79 4,83 4,12 139,00 0,00 F 2015 S30
KAPL7723 QUIL7308 B4565 538 M2015R17 363,94 228,82 3,00 4,00 5,00 3,00 0,00 0,00 0,00 0,00 134,00 29,00 M 2015 R17
KAPL7725 AAAP1653 2818 516 F2015S30 378,39 178,67 3,00 4,00 4,00 2,00 49,61 3,30 5,33 4,62 141,00 0,00 F 2015 S30
KAPL7726 QUIL7308 4008 516 F2015S30 335,76 140,81 2,00 3,00 3,00 2,00 45,03 3,94 5,84 5,18 141,00 0,00 F 2015 S30
KAPL7727 QUIL7308 BR060626 516 F2015S30 283,53 87,39 3,00 3,00 3,00 3,00 54,39 3,30 5,33 4,62 139,00 0,00 F 2015 S30
KAPL7728 KAPM1683 B6781 516 F2015S30 409,30 213,39 3,00 3,00 3,00 3,00 57,35 4,57 7,11 6,22 138,00 0,00 F 2015 S30
KAPL7729 KAPM1683 BM060550A 531 M2015R16 431,92 194,79 5,00 5,00 5,00 3,00 57,03 2,29 2,29 2,29 138,00 32,50 M 2015 R16
KAPL7730 RDM5049 BM070475 529 M2015R15 363,89 135,39 3,00 4,00 3,00 5,00 57,81 1,27 2,29 1,93 135,00 30,50 M 2015 R15
KAPL7731 QUIL7308 B7377 515 F2015S30 296,89 90,33 5,00 5,00 4,00 3,00 54,71 4,83 7,11 6,31 143,00 0,00 F 2015 S30
KAPL7734 AAAP1653 BR060959 528 M2015R16 423,96 182,99 4,00 3,00 3,00 2,00 59,48 2,29 2,54 2,45 143,00 30,50 M 2015 R16
KAPL7735 537812AJ BR070598 526 M2015R15 380,61 154,16 3,00 3,00 3,00 3,00 61,10 1,91 1,78 1,83 144,00 33,00 M 2015 R15
KAPL7736 14879112EGA B7356 527 M2015R18 338,14 152,69 3,00 3,00 3,00 2,00 47,42 1,27 1,78 1,60 140,00 28,50 M 2015 R18
KAPL7737 RDM5049 BM070715 528 M2015R16 411,46 163,63 4,00 5,00 5,00 3,00 59,61 2,03 1,78 1,87 139,00 27,00 M 2015 R16
KAPL7738 KAPM1683 KAPM1421 512 F2015S30 369,53 142,16 5,00 3,00 3,00 3,00 49,42 6,60 6,35 6,44 142,00 0,00 F 2015 S30
KAPL7739 KAPM2349 BR070462 512 F2015S30 362,01 175,45 3,00 3,00 2,00 3,00 51,74 2,29 4,57 3,77 137,00 0,00 F 2015 S30
KAPL7740 KAPM3049 B5020 512 F2015S30 370,61 115,01 5,00 3,00 3,00 3,00 59,42 2,79 4,83 4,12 152,00 0,00 F 2015 S30
KAPL7741 QUIL7308 BM040107 512 F2015S30 346,97 139,20 2,00 3,00 3,00 3,00 51,74 2,79 6,60 5,27 139,00 0,00 F 2015 S30
KAPL7742 QUIL7308 B5190 512 F2015S30 360,94 181,23 2,00 3,00 2,00 3,00 49,35 2,29 3,56 3,12 139,00 0,00 F 2015 S30
KAPL7743 AAAP1653 BR070623 525 M2015R15 380,29 150,17 3,00 3,00 4,00 2,00 63,16 1,78 1,27 1,45 142,00 25,00 M 2015 R15
KAPL7744 KAPM2916 BM060442 527 M2015R16 380,93 180,83 2,00 2,00 1,00 2,00 46,84 2,03 2,54 2,36 140,00 27,50 M 2015 R16
KAPL7745 CSCF1384 BR060451 525 M2015R15 359,33 151,59 3,00 3,00 3,00 4,00 49,03 2,12 2,79 2,56 143,00 26,00 M 2015 R15
KAPL7747 RDM5049 BM070060 511 F2015S30 295,99 93,28 3,00 5,00 4,00 2,00 48,19 7,87 10,67 9,69 139,00 0,00 F 2015 S30
KAPL7748 AAAP1653 BM030214 511 F2015S30 308,90 111,85 3,00 4,00 4,00 2,00 50,13 3,30 7,28 5,89 136,00 0,00 F 2015 S30
KAPL7749 KAPM2080 BM070251 511 F2015S30 294,91 97,86 3,00 3,00 3,00 3,00 53,16 2,16 4,83 3,90 143,00 0,00 F 2015 S30
KAPL7750 RDM5049 B5017 527 M2015R16 421,63 179,68 3,00 4,00 4,00 3,00 0,00 0,00 0,00 0,00 143,00 0,00 M 2015 R16
KAPL7751 KAPM3180 KAPM1690 527 M2015R16 366,32 137,80 3,00 1,00 2,00 2,00 49,23 1,78 1,78 1,78 142,00 30,00 M 2015 R16
KAPL7753 QUIL7308 B4845 511 F2015S29 335,81 162,61 3,00 2,00 2,00 3,00 37,81 1,78 2,79 2,44 145,00 0,00 F 2015 S29
KAPL7754 QUIL7308 B5398 523 M2015R15 380,69 157,37 3,00 5,00 5,00 3,00 61,42 2,29 2,29 2,29 142,00 28,00 M 2015 R15
KAPL7756 KAPM2349 BM060670 523 M2015R15 382,79 147,72 4,00 2,00 2,00 3,00 54,19 1,52 1,78 1,69 149,00 25,50 M 2015 R15
KAPL7757 QUIL7308 B4650 530 M2015R17 368,40 196,93 3,00 3,00 4,00 3,00 0,00 0,00 0,00 0,00 135,00 27,00 M 2015 R17
KAPL7758 KAPM2916 B4255 509 F2015S30 302,55 111,84 1,00 1,00 1,00 2,00 45,74 2,29 4,57 3,77 137,00 0,00 F 2015 S30
KAPL7759 LBMNC8288 BM060818 509 F2015S30 329,57 147,79 3,00 3,00 3,00 2,00 50,26 5,08 5,33 5,24 136,00 0,00 F 2015 S30
KAPL7760 RDM5049 BM070031 509 F2015S30 350,10 125,85 4,00 5,00 4,00 3,00 46,71 6,10 6,86 6,59 146,00 0,00 F 2015 S30
KAPL7762 CSCF1384 KT050156 509 F2015S30 322,00 128,32 3,00 4,00 4,00 2,00 59,16 6,10 8,13 7,42 141,00 0,00 F 2015 S30
KAPL7763 KAPM1683 CT050065A 506 F2015S30 348,91 130,91 4,00 5,00 5,00 2,00 52,84 6,86 8,13 7,69 139,00 0,00 F 2015 S30
KAPL7764 KAPM3049 BM070863 506 F2015S28 368,48 203,48 3,00 4,00 3,00 3,00 44,84 4,06 6,10 5,39 139,00 0,00 F 2015 S28
KAPL7765 REMC5326 BR060284 506 F2015S30 392,39 187,39 3,00 3,00 2,00 3,00 52,77 5,33 5,84 5,66 136,00 0,00 F 2015 S30
KAPL7766 CSCF1384 B4424 506 F2015S30 373,91 142,91 4,00 3,00 4,00 3,00 50,32 6,35 8,13 7,51 142,00 0,00 F 2015 S30
KAPL7767 RDM5049 BM060478 520 M2015R15 411,44 170,44 3,00 3,00 3,00 2,00 52,77 1,78 2,54 2,27 144,00 28,00 M 2015 R15
KAPL7768 AAAP1653 BR071193 504 F2015S30 331,75 124,07 3,00 3,00 3,00 2,00 46,26 3,56 5,84 5,04 145,00 0,00 F 2015 S30
KAPL7769 AAAP1653 BR071239 504 F2015S30 336,11 139,53 3,00 3,00 3,00 3,00 53,48 4,06 4,95 4,64 143,00 0,00 F 2015 S30
KAPL7771 REMC5326 BM060502 504 F2015S30 340,48 117,64 3,00 4,00 3,00 3,00 54,06 5,84 9,14 7,99 138,00 0,00 F 2015 S30
KAPL7772 AAAP1653 BM070052 520 M2015R16 363,85 152,10 2,00 2,00 2,00 3,00 0,00 0,00 0,00 0,00 140,00 0,00 M 2015 R16
KAPL7773 AAAP1653 BR070459 520 M2015R16 388,17 165,36 3,00 3,00 2,00 2,00 52,00 1,78 3,56 2,94 142,00 28,00 M 2015 R16
KAPL7774 KAPM2349 BR060296 518 M2015R15 375,87 163,13 4,00 4,00 4,00 2,00 56,58 1,78 1,27 1,45 141,00 26,00 M 2015 R15
KAPL7775 AAAP1653 BM070017 520 M2015R16 397,69 184,98 4,00 4,00 3,00 3,00 60,58 2,54 3,05 2,87 134,00 26,00 M 2015 R16
KAPL7776 KAPM3180 290 520 M2015R16 401,92 157,88 4,00 3,00 3,00 3,00 50,32 1,52 2,29 2,02 149,00 31,50 M 2015 R16
KAPL7777 RDM5049 BM070736 504 F2015S30 344,84 142,19 3,00 3,00 3,00 3,00 45,42 5,67 9,91 8,43 144,00 0,00 F 2015 S30
KAPL7779 QUIL7308 4177 503 F2015S30 289,76 105,61 1,00 2,00 2,00 3,00 47,03 4,06 5,84 5,22 136,00 0,00 F 2015 S30
KAPL7781 KAPM2916 B4587 503 F2015S30 335,69 107,85 3,00 3,00 3,00 2,00 60,13 4,32 6,35 5,64 139,00 0,00 F 2015 S30
KAPL7782 KAPM3180 BR050972 503 F2015S30 338,97 116,22 3,00 4,00 3,00 3,00 55,29 6,10 9,91 8,58 136,00 0,00 F 2015 S30
KAPL7783 AAAP1653 BM070536 501 F2015S30 351,30 131,85 3,00 4,00 3,00 3,00 49,29 3,68 5,33 4,75 137,00 0,00 F 2015 S30
KAPL7784 REM5531 B4334 501 F2015S30 363,37 143,87 3,00 3,00 3,00 3,00 53,23 2,79 6,10 4,94 140,00 0,00 F 2015 S30
KAPL7785 KAPM2349 B7585 501 F2015S30 331,54 120,16 4,00 3,00 3,00 3,00 51,61 5,59 6,35 6,08 143,00 0,00 F 2015 S30
KAPL7787 KAPM1683 BR070582 517 M2015R16 427,66 182,53 4,00 4,00 4,00 3,00 61,16 2,29 3,05 2,78 145,00 32,00 M 2015 R16
KAPL7788 REMC5326 BR060499 515 M2015R15 374,85 198,46 3,00 4,00 3,00 4,00 52,13 2,29 3,05 2,78 145,00 27,50 M 2015 R15
KAPL7791 AAAP1653 B7174 522 M2015R17 337,16 145,18 2,00 3,00 2,00 3,00 0,00 0,00 0,00 0,00 135,00 27,00 M 2015 R17
KAPL7792 215012FM BR070626 516 M2015R18 368,80 178,00 3,00 4,00 3,00 3,00 43,87 1,27 3,05 2,43 139,00 25,50 M 2015 R18
KAPL7793 KAPM3049 CL3282 501 F2015S28 377,64 182,38 5,00 3,00 3,00 3,00 55,48 5,84 5,84 5,84 143,00 0,00 F 2015 S28
KAPL7794 AAAP1653 BM070150 501 F2015S28 378,74 222,20 5,00 4,00 4,00 3,00 54,71 5,59 8,76 7,65 144,00 0,00 F 2015 S28
KAPL7795 AZAN5 X0090 501 F2015S30 372,16 219,34 2,00 2,00 1,00 3,00 56,52 5,59 8,13 7,24 141,00 0,00 F 2015 S30
KAPL7796 KAPM2080 B7966 510 M2015R15 363,43 161,06 2,00 3,00 2,00 2,00 53,03 2,03 2,54 2,36 141,00 29,50 M 2015 R15
KAPL7797 CSCF1384 BM060534 511 M2015R18 360,57 143,00 3,00 3,00 3,00 4,00 46,90 1,27 0,76 0,94 140,00 23,50 M 2015 R18
KAPL7798 CSCF1384 BM070085C 510 M2015R15 350,49 169,22 2,00 3,00 3,00 2,00 54,19 1,91 2,41 2,24 138,00 25,50 M 2015 R15
KAPL7799 KAPM2349 BM070160 496 F2015S29 363,71 171,42 4,00 3,00 3,00 2,00 46,97 4,57 3,56 3,91 139,00 0,00 F 2015 S29
KAPL7800 KAPM2458 BM050123 510 M2015R15 397,94 167,16 3,00 3,00 3,00 3,00 47,87 2,29 2,29 2,29 144,00 31,50 M 2015 R15
KAPL7801 07584712NP BM070386 512 M2015R16 358,79 164,83 3,00 3,00 3,00 3,00 50,58 1,78 2,29 2,11 141,00 25,00 M 2015 R16
KAPL7803 RDM5049 GO050288 512 M2015R16 382,42 169,36 3,00 3,00 3,00 3,00 54,84 2,16 3,56 3,07 145,00 26,50 M 2015 R16
KAPL7804 AAAP1653 BR070974 496 F2015S29 379,23 197,47 4,00 4,00 4,00 2,00 51,35 4,06 7,62 6,37 140,00 0,00 F 2015 S29
KAPL7805 AAAP1653 X0773 496 F2015S29 395,87 211,26 5,00 3,00 3,00 3,00 59,68 3,30 5,21 4,54 142,00 0,00 F 2015 S29
KAPL7806 RDM5049 GO050367 504 M2015R15 411,41 210,72 3,00 3,00 5,00 2,00 52,32 1,78 2,29 2,11 142,00 28,00 M 2015 R15
KAPL7808 KAPM2458 B4019 511 M2015R17 369,18 157,91 3,00 3,00 3,00 3,00 0,00 0,00 0,00 0,00 137,00 28,50 M 2015 R17
KAPL7809 QUIL7308 CL4042 506 M2015R16 383,70 155,57 3,00 3,00 2,00 3,00 50,13 1,27 1,27 1,27 137,00 30,00 M 2015 R16
KAPL7810A AAAP1653 B7578 505 M2015R18 392,08 163,52 4,00 4,00 4,00 3,00 54,39 2,92 3,05 3,00 138,00 31,00 M 2015 R18
KAPL7811 KAPM2916 B6716 490 F2015S29 364,80 167,83 5,00 5,00 5,00 3,00 56,71 6,86 8,38 7,85 140,00 0,00 F 2015 S29
KAPL7812 KAPM1683 Y0291 506 M2015R16 388,04 170,63 3,00 2,00 2,00 3,00 46,65 1,27 2,29 1,93 148,00 32,00 M 2015 R16
KAPL7813 AAAP1653 B6724 490 F2015S29 326,63 147,39 4,00 3,00 4,00 2,00 48,39 4,83 5,08 4,99 141,00 0,00 F 2015 S29
KAPL7814 LBMNC8288 B6491 490 F2015S28 371,53 206,86 3,00 3,00 3,00 2,00 53,29 4,06 4,06 4,06 137,00 0,00 F 2015 S28
KAPL7816 KAPM2349 BR050543 490 F2015S28 314,29 133,90 4,00 3,00 3,00 2,00 58,06 4,70 4,06 4,28 140,00 0,00 F 2015 S28
KAPL7817 0 X1302 506 M2015R16 380,43 175,74 2,00 3,00 3,00 4,00 53,48 3,56 3,05 3,23 138,00 25,00 M 2015 R16
KAPL7818 114312AJ BR070430 499 M2015R15 376,95 176,12 3,00 3,00 2,00 2,00 49,29 1,78 2,29 2,11 141,00 29,00 M 2015 R15
KAPL7819 AZAN5 CL3288 500 M2015R18 338,80 157,87 3,00 2,00 3,00 3,00 51,61 1,78 1,78 1,78 140,00 27,00 M 2015 R18
KAPL7820 CSCF1384 B5562 506 M2015R17 355,43 176,50 3,00 3,00 2,00 3,00 0,00 0,00 0,00 0,00 131,00 24,00 M 2015 R17
KAPL7821 KAPM2349 B5418 499 M2015R15 348,30 167,14 2,00 3,00 3,00 2,00 47,87 1,78 2,29 2,11 135,00 20,50 M 2015 R15
KAPL7823 REMC5326 B7568 485 F2015S28 411,65 220,08 4,00 5,00 4,00 2,00 53,10 6,86 9,40 8,51 139,00 0,00 F 2015 S28
KAPL7824 QUIL7308 B7096 485 F2015S29 369,69 185,25 3,00 5,00 3,00 2,00 51,10 3,56 4,57 4,22 135,00 0,00 F 2015 S29
KAPL7825 KAPM1905 GO050444 485 F2015S30 356,08 156,38 5,00 5,00 5,00 3,00 53,10 5,59 7,87 7,07 142,00 0,00 F 2015 S30
KAPL7826 KAPM1905 BM060891 485 F2015S28 323,20 168,43 2,00 3,00 3,00 2,00 48,71 4,57 7,11 6,22 138,00 0,00 F 2015 S28
KAPL7827 AAAP1653 B4441 498 M2015R15 374,40 182,52 3,00 3,00 3,00 3,00 53,68 2,29 2,54 2,45 143,00 28,50 M 2015 R15
KAPL7828 CSCF1384 B4715 498 M2015R15 369,98 155,60 2,00 2,00 2,00 2,00 53,55 1,78 2,29 2,11 143,00 26,50 M 2015 R15
KAPL7829A AAAP1653 B4552 505 M2015R17 411,68 216,55 4,00 4,00 4,00 3,00 0,00 0,00 0,00 0,00 147,00 26,00 M 2015 R17
KAPL7830 KAPM2080 B7566 498 M2015R15 352,31 157,54 3,00 3,00 2,00 2,00 57,48 1,52 2,29 2,02 131,00 28,50 M 2015 R15
KAPL7831 KAPM1905 B4410 499 M2015R18 325,15 144,22 3,00 4,00 4,00 3,00 43,61 1,02 0,76 0,85 135,00 23,50 M 2015 R18
KAPL7832 651312TUL BR061020 499 M2015R18 380,26 168,53 3,00 4,00 3,00 2,00 53,87 3,05 3,05 3,05 138,00 28,50 M 2015 R18
KAPL7833A 07584712NP B6784 498 M2015R15 448,39 224,11 4,00 5,00 5,00 3,00 53,55 1,78 2,29 2,11 138,00 28,50 M 2015 R15
KAPL7834 KAPM1905 B5683 499 M2015R18 378,06 167,85 4,00 3,00 3,00 3,00 54,45 1,52 1,27 1,36 142,00 27,50 M 2015 R18
KAPL7836 KAPM2080 B7305 484 F2015S29 330,68 157,67 2,00 2,00 1,00 2,00 49,74 4,57 5,33 5,06 138,00 0,00 F 2015 S29
KAPL7837 KAPM1683 B5668 484 F2015S28 339,77 168,76 3,00 3,00 3,00 2,00 49,29 4,57 5,33 5,06 135,00 0,00 F 2015 S28
KAPL7838 KAPM2349 BM060750C 483 F2015S28 395,13 203,50 5,00 4,00 4,00 3,00 51,74 4,95 6,35 5,86 146,00 0,00 F 2015 S28
KAPL7839 KAPM1683 B4499 483 F2015S28 375,78 193,91 3,00 3,00 3,00 3,00 48,00 5,84 7,11 6,67 137,00 0,00 F 2015 S28
KAPL7840 KAPM1905 B7625 483 F2015S30 403,11 200,11 5,00 5,00 5,00 3,00 52,26 5,72 7,62 6,96 139,00 0,00 F 2015 S30
KAPL7841 KAPM2080 BM070073 483 F2015S28 363,25 164,43 4,00 5,00 4,00 2,00 65,10 4,83 7,11 6,31 143,00 0,00 F 2015 S28
KAPL7842 REM5531 GO050241 483 F2015S28 332,51 121,13 5,00 5,00 4,00 3,00 53,29 3,30 7,62 6,11 140,00 0,00 F 2015 S28
KAPL7843 KAPM1608 BM050282 483 F2015S28 317,70 147,20 3,00 4,00 4,00 3,00 49,23 3,18 4,06 3,75 137,00 0,00 F 2015 S28
KAPL7844 KAPM1683 B4528 483 F2015S29 330,23 131,53 4,00 3,00 4,00 3,00 56,19 2,79 4,57 3,95 139,00 0,00 F 2015 S29
KAPL7845 KAPM2349 B7768 483 F2015S28 351,86 151,51 5,00 5,00 5,00 3,00 58,65 4,57 5,21 4,99 144,00 0,00 F 2015 S28
KAPL7846 AAAP1653 B7082 483 F2015S28 368,94 181,19 4,00 4,00 4,00 3,00 51,48 4,57 7,87 6,72 136,00 0,00 F 2015 S28
KAPL7849 AAAP1653 BM040129 502 M2015R17 390,04 171,21 3,00 1,00 1,00 2,00 0,00 0,00 0,00 0,00 148,00 25,00 M 2015 R17
KAPL7850 KAPM1905 B5140 495 M2015R15 446,67 211,13 5,00 4,00 5,00 3,00 55,48 1,52 1,78 1,69 141,00 31,00 M 2015 R15
KAPL7851 KAPM1905 B5589 502 M2015R17 397,71 184,56 3,00 5,00 5,00 3,00 0,00 0,00 0,00 0,00 134,00 29,00 M 2015 R17
KAPL7852 AZAN5 B7746 481 F2015S28 383,06 200,89 4,00 3,00 3,00 2,00 53,35 4,06 5,08 4,72 140,00 0,00 F 2015 S28
KAPL7854 KAPM1608 B2699 481 F2015S28 373,91 171,13 5,00 5,00 5,00 2,00 53,03 2,41 4,83 3,98 145,00 0,00 F 2015 S28
KAPL7855 REMC5326 B6968 481 F2015S29 338,46 186,46 3,00 3,00 3,00 3,00 57,61 3,81 8,64 6,95 135,00 0,00 F 2015 S29
KAPL7856 KAPM1905 B2815 495 M2015R15 376,67 160,63 2,00 3,00 2,00 2,00 54,97 1,78 3,05 2,61 138,00 29,00 M 2015 R15
KAPL7857 REM5531 B5114 493 M2015R16 426,17 190,61 4,00 5,00 4,00 2,00 53,55 2,29 4,83 3,94 146,00 30,00 M 2015 R16
KAPL7858 KAPM2458 1672 491 M2015R15 378,62 177,18 2,00 2,00 1,00 3,00 51,68 1,78 2,29 2,11 137,00 27,00 M 2015 R15
KAPL7859 KAPM1905 BR061644 493 M2015R16 402,74 175,62 3,00 4,00 3,00 3,00 47,42 2,79 2,54 2,63 145,00 28,50 M 2015 R16
KAPL7860 KAPM1683 B4668 498 M2015R17 388,76 182,32 3,00 3,00 3,00 3,00 0,00 0,00 0,00 0,00 141,00 28,00 M 2015 R17
KAPL7861 REMC5326 B6766 498 M2015R17 377,71 180,16 2,00 3,00 3,00 3,00 0,00 0,00 0,00 0,00 138,00 29,00 M 2015 R17
KAPL7862 KAPM2080 B7358 491 M2015R15 377,49 183,84 3,00 3,00 3,00 3,00 57,35 2,03 1,78 1,87 140,00 22,00 M 2015 R15
KAPL7864 AAAP1653 B4947 493 M2015R16 372,62 157,83 3,00 3,00 2,00 2,00 52,77 1,78 2,29 2,11 137,00 31,00 M 2015 R16
KAPL7866A KAPM1905 BM070532 493 M2015R16 402,74 180,60 3,00 3,00 3,00 3,00 52,45 2,29 1,78 1,96 140,00 32,00 M 2015 R16
KAPL7867 KAPM2916 B7359 492 M2015R18 349,90 147,72 2,00 3,00 2,00 3,00 49,68 1,52 1,78 1,69 135,00 25,00 M 2015 R18
KAPL7868A KAPM1683 B4558 498 M2015R17 413,05 207,52 3,00 4,00 3,00 4,00 0,00 0,00 0,00 0,00 140,00 31,00 M 2015 R17
KAPL7869 537812AJ BR070463 498 M2015R17 398,69 220,19 3,00 3,00 4,00 3,00 0,00 0,00 0,00 0,00 141,00 27,00 M 2015 R17
KAPL7870 KAPM1905 BR051596 498 M2015R17 403,11 203,02 3,00 4,00 4,00 4,00 0,00 0,00 0,00 0,00 139,00 32,00 M 2015 R17
KAPL7871 KAPM1683 BM060213 498 M2015R17 417,47 163,31 3,00 4,00 4,00 3,00 0,00 0,00 0,00 0,00 140,00 28,00 M 2015 R17
KAPL7872 CSCF1384 BM050442 498 M2015R17 363,35 163,17 2,00 3,00 2,00 3,00 0,00 0,00 0,00 0,00 138,00 29,00 M 2015 R17
KAPL7873 KAPM1905 BM060497 477 F2015S28 330,92 137,00 4,00 5,00 5,00 2,00 55,35 2,03 4,57 3,68 140,00 0,00 F 2015 S28
KAPL7874 KAPM2349 B4728 477 F2015S30 314,78 123,32 4,00 4,00 3,00 2,00 58,90 4,57 7,11 6,22 143,00 0,00 F 2015 S30
KAPL7875 KAPM1683 B5420A 477 F2015S28 310,17 116,52 4,00 4,00 4,00 3,00 55,03 5,08 6,35 5,91 138,00 0,00 F 2015 S28
KAPL7876 KAPM2349 BM040100 477 F2015S28 374,74 190,54 3,00 3,00 3,00 2,00 52,06 4,19 6,10 5,43 139,00 0,00 F 2015 S28
KAPL7878 740412TUL BR070850 477 F2015S29 328,62 183,86 3,00 3,00 3,00 2,00 0,00 0,00 0,00 0,00 139,00 0,00 F 2015 S29
KAPL7879 KAPM1905 BR070437 477 F2015S28 277,88 109,98 2,00 3,00 2,00 2,00 43,48 4,06 5,59 5,05 140,00 0,00 F 2015 S28
KAPL7880 KAPM1683 565 477 F2015S28 322,85 144,09 2,00 3,00 3,00 2,00 47,94 4,83 8,13 6,98 138,00 0,00 F 2015 S28
KAPL7881 KAPM2349 KAPL1495 477 F2015S29 365,51 193,63 4,00 3,00 2,00 2,00 43,55 2,29 2,79 2,62 146,00 0,00 F 2015 S29
KAPL7882 KAPM2458 GO050078 477 F2015S29 332,08 155,48 3,00 2,00 2,00 2,00 45,55 3,94 5,84 5,18 137,00 0,00 F 2015 S29
KAPL7883 KAPM1905 B5031 477 F2015S29 382,81 189,07 3,00 4,00 4,00 3,00 53,23 5,08 8,64 7,39 139,00 0,00 F 2015 S29
KAPL7885 KAPM3180 BM070005 477 F2015S28 373,58 177,12 4,00 4,00 4,00 5,00 52,97 4,70 5,84 5,44 142,00 0,00 F 2015 S28
KAPL7886 KAPM2080 BR070792 477 F2015S29 303,25 123,84 3,00 3,00 3,00 2,00 52,45 5,72 8,38 7,45 138,00 0,00 F 2015 S29
KAPL7887 QUIL7308 B6932 477 F2015S28 312,47 115,92 4,00 4,00 4,00 3,00 57,23 4,57 5,08 4,90 138,00 0,00 F 2015 S28
KAPL7888 AAAP1653 B4736 492 M2015R18 368,90 164,90 3,00 3,00 3,00 4,00 43,35 1,52 1,78 1,69 137,00 25,00 M 2015 R18
KAPL7889 CSCF1384 B5356 492 M2015R18 414,74 207,39 5,00 4,00 4,00 4,00 51,03 2,03 2,54 2,36 141,00 24,50 M 2015 R18
KAPL7892 KAPM3180 BM070470 476 F2015S29 318,91 135,13 4,00 4,00 4,00 2,00 55,74 4,06 6,86 5,88 140,00 0,00 F 2015 S29
KAPL7893 REMC5326 B5588 476 F2015S28 299,26 97,62 5,00 5,00 4,00 2,00 58,90 6,35 6,86 6,68 140,00 0,00 F 2015 S28
KAPL7894 KAPM3180 B4333 476 F2015S28 345,48 140,01 5,00 5,00 3,00 2,00 53,03 5,33 5,08 5,17 137,00 0,00 F 2015 S28
KAPL7895 KAPM2458 KAPL5450 476 F2015S30 329,31 132,49 3,00 1,00 1,00 2,00 47,23 1,78 4,06 3,26 141,00 0,00 F 2015 S30
KAPL7896 KAPM1905 BM040251 476 F2015S30 328,15 132,33 3,00 4,00 4,00 2,00 57,03 3,05 6,86 5,53 138,00 0,00 F 2015 S30
KAPL7897 KAPM1905 B4557 492 M2015R16 452,74 222,58 5,00 5,00 4,00 2,00 53,10 1,27 2,54 2,10 142,00 30,00 M 2015 R16
KAPL7900 QUIL7308 BR070497 490 M2015R15 392,86 182,14 3,00 3,00 3,00 3,00 53,16 1,78 1,78 1,78 137,00 23,00 M 2015 R15
KAPL7901 KAPM2349 B5021 491 M2015R18 337,17 151,95 3,00 3,00 3,00 2,00 49,10 1,27 1,78 1,60 141,00 25,50 M 2015 R18
KAPL7902 KAPM1608 KAPL5533 490 M2015R15 382,76 135,97 3,00 2,00 2,00 3,00 45,03 1,52 2,54 2,18 147,00 24,50 M 2015 R15
KAPL7903 KAPM1905 B5481 497 M2015R17 377,36 180,77 3,00 5,00 5,00 2,00 0,00 0,00 0,00 0,00 130,00 24,50 M 2015 R17
KAPL7904 KAPM1905 BM040148 476 F2015S29 343,17 134,15 4,00 5,00 4,00 2,00 55,68 4,06 3,30 3,57 143,00 0,00 F 2015 S29
KAPL7905 KAPM2916 B4581 476 F2015S30 350,11 173,42 2,00 3,00 2,00 2,00 52,32 4,57 5,72 5,32 138,00 0,00 F 2015 S30
KAPL7906 REM5531 BM050241 476 F2015S28 324,68 126,86 4,00 4,00 3,00 3,00 53,61 5,72 6,35 6,13 139,00 0,00 F 2015 S28
KAPL7907 QUIL7308 GO050376 497 M2015R17 385,11 177,82 2,00 3,00 3,00 3,00 0,00 0,00 0,00 0,00 140,00 0,00 M 2015 R17
KAPL7908 KAPM1905 B7304 491 M2015R18 389,82 209,04 4,00 5,00 4,00 3,00 45,16 1,52 2,29 2,02 137,00 28,00 M 2015 R18
KAPL7909 KAPM1905 BM040537 490 M2015R15 368,16 139,18 3,00 3,00 2,00 2,00 47,42 1,27 1,78 1,60 140,00 25,00 M 2015 R15
KAPL7910 KAPM1608 BM070846 491 M2015R18 384,22 187,04 3,00 3,00 3,00 3,00 44,71 1,52 2,29 2,02 139,00 29,00 M 2015 R18
